名称    开盘    最高    最低    收盘    成交量    成交额    涨幅    是否涨停
浦发银行(600000),18.09,18.25,17.64,17.72,278296731,4980064768.00,-2.64%,否
白云机场(600004),20.05,20.96,19.54,19.74,26963454,548972160.00,-1.94%,否
东风汽车(600006),12.20,13.20,12.08,12.12,124689389,1582675328.00,-2.34%,否
中国国贸(600007),19.70,20.10,18.87,19.10,11884173,233334896.00,-2.55%,否
首创股份(600008),18.12,18.99,17.60,18.46,133607898,2462349568.00,1.99%,否
上海机场(600009),34.92,36.15,34.00,34.05,34241777,1204871552.00,-3.10%,否
包钢股份(600010),6.68,6.89,6.53,6.56,475657649,3192484608.00,-2.53%,否
华能国际(600011),12.79,13.12,12.34,12.36,148988507,1911493632.00,-5.65%,否
皖通高速(600012),16.80,17.36,16.10,16.22,16761500,281447168.00,-3.74%,否
华夏银行(600015),16.09,16.14,15.52,15.59,94107456,1495503232.00,-3.59%,否
民生银行(600016),10.10,10.14,9.63,9.68,677358914,6686074880.00,-5.10%,否
日照港(600017),10.57,11.75,10.41,11.05,248154227,2760162304.00,2.50%,否
上港集团(600018),9.46,9.70,9.25,9.29,145089469,1380911488.00,-2.82%,否
宝钢股份(600019),9.14,9.58,8.99,9.01,190113699,1768664832.00,-2.49%,否
中原高速(600020),9.66,9.66,9.08,9.11,56816723,534173088.00,-6.85%,否
上海电力(600021),28.00,28.14,26.41,26.45,45170205,1233916416.00,-6.34%,否
山东钢铁(600022),6.35,6.81,6.21,6.56,487201334,3208887296.00,5.98%,否
浙能电力(600023),12.40,12.40,11.80,11.86,191242996,2316997120.00,-6.02%,否
中远海能(600026),12.57,13.53,12.25,12.66,156481755,2039078272.00,1.28%,否
华电国际(600027),10.72,11.00,10.29,10.36,289673681,3095311616.00,-1.61%,否
中国石化(600028),7.55,7.63,7.30,7.32,443924161,3329361408.00,-3.68%,否
南方航空(600029),13.70,15.06,13.55,14.78,270051829,4002179328.00,7.96%,否
中信证券(600030),31.01,31.12,29.85,29.90,236596055,7214496768.00,-4.53%,否
三一重工(600031),12.48,12.80,12.02,12.06,184382890,2291560960.00,-4.13%,否
福建高速(600033),7.43,7.82,7.32,7.40,166368851,1257859968.00,-0.13%,否
楚天高速(600035),8.99,9.19,8.65,8.67,56697190,510020544.00,-4.30%,否
招商银行(600036),19.20,19.35,18.73,18.79,211448969,4014580480.00,-3.29%,否
歌华有线(600037),48.50,49.30,44.60,45.03,32987451,1532672384.00,-6.32%,否
中直股份(600038),71.03,72.30,67.50,67.99,8223271,578521984.00,-4.10%,否
四川路桥(600039),8.75,9.11,8.58,8.70,230957101,2032823808.00,-0.46%,否
保利地产(600048),12.52,12.84,12.23,12.24,255615607,3218779648.00,-2.70%,否
中国联通(600050),8.80,8.86,8.41,8.45,366726871,3178290176.00,-4.63%,否
宁波联合(600051),17.24,18.04,16.61,16.71,17016312,298518848.00,-3.07%,否
浙江广厦(600052),14.20,14.98,13.75,14.29,55882684,801927168.00,3.40%,否
黄山旅游(600054),25.08,25.97,24.70,24.87,6507350,165869408.00,-0.20%,否
万东医疗(600055),69.80,70.00,64.11,64.11,4751478,316262368.00,-10.00%,否
中国医药(600056),23.97,24.80,22.90,23.04,39755957,956680128.00,-3.92%,否
厦门象屿(600057),20.28,21.51,19.88,20.20,29764338,618847936.00,-0.39%,否
五矿发展(600058),37.23,37.95,34.80,35.01,21366904,785220224.00,-7.60%,否
古越龙山(600059),18.50,18.73,17.38,17.48,34145479,621975872.00,-6.27%,否
海信电器(600060),32.88,33.00,31.18,31.26,24577220,794791488.00,-6.80%,否
华润双鹤(600062),32.00,32.48,30.66,30.82,11325653,359495264.00,-4.58%,否
皖维高新(600063),13.36,13.87,12.92,12.95,80798509,1084958592.00,-3.93%,否
南京高科(600064),25.50,26.10,24.49,24.59,18218669,463917664.00,-4.17%,否
宇通客车(600066),21.96,22.50,21.49,21.90,26745038,588714240.00,-0.41%,否
冠城大通(600067),13.88,13.90,12.96,13.00,55918283,754451968.00,-7.28%,否
葛洲坝(600068),13.14,13.54,12.95,13.13,152016398,2006740992.00,-0.23%,否
银鸽投资(600069),8.60,8.88,8.24,8.31,34143154,292917344.00,-4.15%,否
浙江富润(600070),27.88,27.97,25.80,26.11,12992694,349936128.00,-4.01%,否
凤凰光学(600071),33.80,34.00,31.53,31.53,2956078,96414192.00,-5.00%,否
中船科技(600072),38.03,39.42,36.98,37.12,11554081,441392384.00,-2.34%,否
上海梅林(600073),17.16,17.55,16.53,16.65,26227246,449809376.00,-2.97%,否
康欣新材(600076),15.42,15.50,14.27,14.40,19818428,296019712.00,-7.10%,否
宋都股份(600077),15.05,15.33,14.38,14.42,28880531,432007328.00,-3.93%,否
人福医药(600079),48.70,48.72,45.70,45.78,15111430,713771520.00,-5.76%,否
金花股份(600080),19.64,19.75,17.88,18.41,13639641,259640080.00,-6.69%,否
东风科技(600081),29.54,31.98,28.01,28.41,11081246,332256000.00,-5.43%,否
海泰发展(600082),11.90,12.80,11.73,12.15,57167282,708832512.00,1.50%,否
博信股份(600083),19.80,19.99,18.40,18.70,10688564,208052288.00,-6.78%,否
同仁堂(600085),40.40,41.17,39.38,39.51,12448304,503181472.00,-2.90%,否
东方金钰(600086),48.31,48.31,48.31,48.31,294875,14245411.00,10.00%,是
中视传媒(600088),43.95,44.18,41.80,41.99,3191372,136810528.00,-4.33%,否
特变电工(600089),18.23,18.23,17.15,17.29,124475024,2212231424.00,-5.31%,否
同济堂(600090),26.74,29.00,25.93,27.36,28116281,782541696.00,3.09%,否
易见股份(600093),25.61,25.65,23.96,24.05,15327946,378475072.00,-7.11%,否
大名城(600094),24.00,24.40,23.02,23.14,19532756,464050944.00,-5.01%,否
哈高科(600095),17.82,18.39,17.01,17.15,25600860,457442240.00,-5.35%,否
云天化(600096),20.28,21.80,19.89,20.45,34477812,715502272.00,0.39%,否
广州发展(600098),17.33,18.00,17.00,17.21,47470492,831087808.00,-0.69%,否
同方股份(600100),29.19,29.67,27.88,27.94,59209342,1710520576.00,-4.28%,否
明星电力(600101),17.18,17.78,16.00,16.31,19430779,333313536.00,-6.32%,否
青山纸业(600103),12.61,13.19,12.21,12.34,62291430,790921664.00,-2.30%,否
上汽集团(600104),24.70,24.75,23.51,23.57,79460597,1921957120.00,-4.81%,否
永鼎股份(600105),35.88,38.20,34.00,36.06,17264931,624930304.00,0.64%,否
